Authors;Author(s) ID;Title;Year;Source title;Volume;Cited by;DOI;Link;Affiliations;Abstract;Author Keywords;Index Keywords;Publisher;PubMed ID;Document Type;Source;EID
Deng Y.--Gao Z.--Xu S.--Ren P.--Wen Y.--Mao Y.--Li Z.;57217448260--23667050500--7404439278--58717452600--57208904715--57200785219--55561164900;ST-Net: Synthetic ECG tracings for diagnosing various cardiovascular diseases;2020;Biomedical Signal Processing and Control;61;10;10.1016/j.bspc.2020.101997;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085842820&doi=10.1016%2fj.bspc.2020.101997&partnerID=40&md5=9b0a357c9cd913773cb82c2f42956b1f;The State Key Laboratory of Multiphase Flow in Power Engineering, Xi'an Jiaotong University, Xian Ning West Road No. 28, Shaanxi, 710049, China--The Institute of Medical Artificial Intelligence, the Second Affiliated Hospital of Xi'an Jiaotong University, Xiwu Road No. 157, Shaanxi, 710004, China--Xi'an Jiaotong University, Xian Ning West Road No. 28, Shaanxi, 710049, China--The Key Laboratory of Digital Media Technology of Sichuan Province, University of Electronic Science and Technology of China, Xiyuan Ave No. 2006, Sichuan, 611731, China--The School of Public Policy and Administration, Xi'an Jiaotong University and the Research Center for the Belt, Xian Ning West Road No. 28, Shaanxi, 710049, China--The Road Health Policy and Health Technology Assessment, Xi'an Jiaotong University, Xian Ning West Road No. 28, Shaanxi, 710049, China--The National & Local Joint Engineering Research Center of Biodiagnosis and Biotherapy, The Second Affiliated Hospital of Xi'an Jiaotong University, Xiwu Road No. 157, Shaanxi, 710004, China;Electrocardiography (ECG) is a prevalent approach to help diagnose cardiovascular disease (CVD) in clinical practice, but it is time-consuming for cardiologists and requires domain knowledge. Therefore, many researchers have attempted to automate that diagnostic procedure and some have developed wearable devices with a single ECG recording to detect CVD such as arrhythmia. A few have discussed feasible methods for wearable devices to increase the accuracy of diagnosing various CVDs, learning structural and morphological features in multiple ECG tracings but making a diagnosis solely with a single tracing. In this paper, we propose the Spark-trace Network (ST-Net) as a solution to the above issue. ST-Net encodes one of 12 real tracings to synthesize 11 new tracings that can capture the features of real ones. Then, ST-Net makes a diagnosis that relies on both real and synthetic tracings. ST-Net surpasses the baseline when classifying four types of CVDs and performs favorably when discriminating between myocardial infarction and normal rhythm, achieving 98.13% accuracy, 98.19% sensitivity, and 98.09% specificity on a five-fold test. Our network outperforms the state-of-the-art when diagnosing up to four types of CVDs on the Physikalisch-Technische Bundesanstalt (PTB) dataset. Additionally, we demonstrated the inherent variance in ECG tracings between individuals by comparing the diagnostic results with the Class-oriented dataset and Subject-oriented dataset. © 2020 Elsevier Ltd;Cardiovascular disease--Deep neural network--Electrocardiography--Signal synthesis;Cardiology--Diseases--Wearable technology--Cardiovascular disease--Clinical practices--Diagnostic procedure--Morphological features--Myocardial Infarction--Physikalisch-technische bundesanstalt--Subject-oriented--Wearable devices--Article--binary classification--cardiomyopathy--cardiovascular disease--controlled study--deep neural network--diagnostic accuracy--diagnostic test accuracy study--electrocardiography--heart arrhythmia--heart bundle branch block--heart failure--heart infarction--human--major clinical study--multiclass classification--priority journal--sensitivity and specificity--spark trace network--supervised machine learning--Electrocardiography;Elsevier Ltd;;Article;Scopus;2-s2.0-85085842820
Kibria H.B.--Matin A.--Islam S.;57222373843--35579735800--57222370855;Comparative analysis of two artificial intelligence based decision level fusion models for heart disease prediction;2021;CEUR Workshop Proceedings;2786;4;;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85102534181&partnerID=40&md5=44a186b5b0cfc7997715372b6de9a83a;Department of Electrical and Computer Engineering, Rajshahi University of Engineering and Technology, Rajshahi, 6204, Bangladesh;Artificial Intelligence is currently a popular theme in health care technology predictions. Machine learning is an artificial intelligence (AI) implementation that automatically learns and builds processes from experience. The leading cause of death worldwide at present is cardiovascular disease. The rate of death could be minimized by detecting the risk early. A lot of machine learning models have been developed to predict heart disease. We also introduced a fusion model to produce a better performance than the existing models. In this study, the proposed method analyzes two decision-making fusion models using five and ten-fold cross-validation to estimate the existence and absence of heart disease. The Jupyter Notebook, Scikit-learn, Tensorflow, and Keras were used as implementation tools. Three machine learning algorithms have been used here: The deep neural network (DNN), logistic regression(LR), and decision tree(DT). The decision tree and the logistic regression were merged separately with the deep neural network to form two fusion models (DNN+DT) and (DNN+LR), model-1 and mode-2. Five performance measurements have been used to compare model performance: Accuracy, recall accuracy, f1-score, and AUC score. A significant improvement was found in performance parameters after fusing the algorithms in this work. The fusion occurred at the decision level by adding the decision scores of two algorithms. The main target is to enhance the fused model's performance by combining the individual model's decision for better classification. For both model-1 and 2, the accuracy has increased. Model-2 has obtained 87.12% classification accuracy for 10-fold cross-validation, which is the highest accuracy. © 2021 CEUR-WS. All rights reserved.;Decision level fusion--Decision tree--Deep neural network--Heart disease--Logistic regression;Artificial heart--Cardiology--Decision making--Decision trees--Deep learning--Deep neural networks--Diseases--Forecasting--Learning algorithms--Logistic regression--Neural networks--Predictive analytics--Semantics--10-fold cross-validation--Cardio-vascular disease--Classification accuracy--Decision level fusion--Healthcare technology--Machine learning models--Performance measurements--Performance parameters--Learning systems;CEUR-WS;;Conference paper;Scopus;2-s2.0-85102534181
Kumar N.--Narayan Das N.--Gupta D.--Gupta K.--Bindra J.;57195943066--57208597247--57208714508--55496134300--57208053075;Efficient Automated Disease Diagnosis Using Machine Learning Models;2021;Journal of Healthcare Engineering;2021;72;10.1155/2021/9983652;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85106360667&doi=10.1155%2f2021%2f9983652&partnerID=40&md5=21549978270c2c5d9fde5dd65e40f36e;Department of Computer Science and Engineering, Maharaja Surajmal Institute of Technology, C-4, Janakpuri, New Delhi, 110058, India--Department of Information Technology, School of Computing and Information Technology, Manipal University Jaipur, Jaipur, Rajasthan, 303007, India--Chitkara University Institute of Engineering and Technology, Chitkara University, Rajpura, Punjab, India;Recently, many researchers have designed various automated diagnosis models using various supervised learning models. An early diagnosis of disease may control the death rate due to these diseases. In this paper, an efficient automated disease diagnosis model is designed using the machine learning models. In this paper, we have selected three critical diseases such as coronavirus, heart disease, and diabetes. In the proposed model, the data are entered into an android app, the analysis is then performed in a real-time database using a pretrained machine learning model which was trained on the same dataset and deployed in firebase, and finally, the disease detection result is shown in the android app. Logistic regression is used to carry out computation for prediction. Early detection can help in identifying the risk of coronavirus, heart disease, and diabetes. Comparative analysis indicates that the proposed model can help doctors to give timely medications for treatment.  © 2021 Naresh Kumar et al.;;Computer Simulation--COVID-19--Databases, Factual--Diabetes Mellitus--Diagnosis, Computer-Assisted--Early Diagnosis--Heart Diseases--Humans--Logistic Models--Machine Learning--Android (operating system)--Automation--Cardiology--Computer aided diagnosis--Disease control--E-learning--Logistic regression--Machine learning--insulin--Automated diagnosis--Comparative analysis--Disease detection--Disease diagnosis--Early diagnosis--Heart disease--Machine learning models--Real-time database--adult--alcohol consumption--Article--artificial intelligence--body height--body mass--body weight--coronavirus disease 2019--coughing--deep learning--diabetes mellitus--diastolic blood pressure--female--fever--heart disease--human--image segmentation--machine learning--male--middle aged--nonhuman--physical activity--skinfold thickness--smoking--systolic blood pressure--young adult--computer assisted diagnosis--computer simulation--diabetes mellitus--early diagnosis--factual database--heart disease--procedures--statistical model--Diseases;Hindawi Limited;34035886;Article;Scopus;2-s2.0-85106360667
Ramprakash P.--Sarumathi R.--Mowriya R.--Nithyavishnupriya S.;57217278434--57217280191--57217278861--57217281534;Heart Disease Prediction Using Deep Neural Network;2020;Proceedings of the 5th International Conference on Inventive Computation Technologies, ICICT 2020;;45;10.1109/ICICT48043.2020.9112443;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85087000659&doi=10.1109%2fICICT48043.2020.9112443&partnerID=40&md5=df0e7ccf88561963e925a8e10d3d338c;Dr. Mahalingam College of Engineering and Technology, Department of Information Technology, Pollachi, India;Healthcare occupies an indispensable part in human lives. The healthcare industry contain large amount of psychiatric data hence machine learning models were used to provide conclusion effectively in the heart disease prediction. The classification of healthy person and non-healthy person can be done reliably by using machine learning methods. We developed a framework in this exploration that can understand the principles of predicting the risk profile of patients with the clinical data parameters. The proposed model is constructed using Deep Neural Network and χ2-statistical model. The problem of under fitting and over fitting is eliminated. This model shows better results on both the testing and training data. DNN and ANN were used to analyse the efficiency of the model which accurately predicts the presence or absence of heart disease. © 2020 IEEE.;Deep Neural Network--Heart disease--Hypothesis--over fitting and under fitting--χ<sup>2</sup> statistical model;Cardiology--Deep learning--Diseases--Forecasting--Health care--Learning systems--Clinical data--Healthcare industry--Healthy persons--Heart disease--Large amounts--Machine learning methods--Machine learning models--Training data--Deep neural networks;Institute of Electrical and Electronics Engineers Inc.;;Conference paper;Scopus;2-s2.0-85087000659
Russak A.J.--Chaudhry F.--De Freitas J.K.--Baron G.--Chaudhry F.F.--Bienstock S.--Paranjpe I.--Vaid A.--Ali M.--Zhao S.--Somani S.--Richter F.--Bawa T.--Levy P.D.--Miotto R.--Nadkarni G.N.--Johnson K.W.--Glicksberg B.S.;57208803019--55392443800--57215488034--57217045100--57215498595--57217049708--57193830382--57216200097--57034633400--57216773712--57190489776--57200536125--57214891364--57203678471--57202034402--36237038500--55522229700--55845627200;Machine Learning in Cardiology—Ensuring Clinical Impact Lives Up to the Hype;2020;Journal of Cardiovascular Pharmacology and Therapeutics;25;11;10.1177/1074248420928651;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085949607&doi=10.1177%2f1074248420928651&partnerID=40&md5=4687d7429aa7d41c6c948a5b7af8f786;Department of Internal Medicine, Mount Sinai Hospital, New York, NY, United States--Hasso Plattner Institute for Digital Health at Mount Sinai, Icahn School of Medicine at Mount Sinai, New York, NY, United States--Department of Emergency Medicine and Integrative Biosciences Center, Wayne State University, Detroit, MI, United States--Department of Genetics and Genomic Sciences, Icahn School of Medicine at Mount Sinai, New York, NY, United States--Department of Pediatrics, Boston Children’s Hospital, Harvard Medical School, Boston, MA, United States--Department of Anesthesiology, Perioperative and Pain Medicine, Icahn School of Medicine at Mount Sinai, New York, NY, United States--Division of Nephrology, Mount Sinai Hospital, New York, NY, United States--Division of Cardiology, Mount Sinai Hospital, New York, NY, United States--Charles Bronfman Institute of Personalized Medicine, Icahn School of Medicine at Mount Sinai, New York, NY, United States;Despite substantial advances in the study, treatment, and prevention of cardiovascular disease, numerous challenges relating to optimally screening, diagnosing, and managing patients remain. Simultaneous improvements in computing power, data storage, and data analytics have led to the development of new techniques to address these challenges. One powerful tool to this end is machine learning (ML), which aims to algorithmically identify and represent structure within data. Machine learning’s ability to efficiently analyze large and highly complex data sets make it a desirable investigative approach in modern biomedical research. Despite this potential and enormous public and private sector investment, few prospective studies have demonstrated improved clinical outcomes from this technology. This is particularly true in cardiology, despite its emphasis on objective, data-driven results. This threatens to stifle ML’s growth and use in mainstream medicine. We outline the current state of ML in cardiology and outline methods through which impactful and sustainable ML research can occur. Following these steps can ensure ML reaches its potential as a transformative technology in medicine. © The Author(s) 2020.;artificial intelligence--cardiology--cardiovascular disease--deep learning--machine learning;Cardiology--Data Mining--Deep Learning--Diagnosis, Computer-Assisted--Diffusion of Innovation--Forecasting--Humans--Machine Learning--Therapy, Computer-Assisted--algorithm--artificial intelligence--cardiology--cardiovascular disease--clinical outcome--clinical practice--data analysis--deep learning--electrocardiogram--human--information storage--machine learning--medical research--medical technology--multidisciplinary team--nuclear magnetic resonance imaging--patient care--patient safety--priority journal--Review--cardiology--computer assisted diagnosis--computer assisted therapy--data mining--forecasting--machine learning--mass communication;SAGE Publications Ltd;32495652;Review;Scopus;2-s2.0-85085949607
Ashraf M.--Ahmad S.M.--Ganai N.A.--Shah R.A.--Zaman M.--Khan S.A.--Shah A.A.;57202711885--57219131025--36920408400--25960363800--44961538800--57218596024--57218597155;Prediction of Cardiovascular Disease Through Cutting-Edge Deep Learning Technologies: An Empirical Study Based on TENSORFLOW, PYTORCH and KERAS;2021;Advances in Intelligent Systems and Computing;1165;28;10.1007/978-981-15-5113-0_18;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089717880&doi=10.1007%2f978-981-15-5113-0_18&partnerID=40&md5=a7ee04039bbd3be8bade73a6584e79cf;Division of Animal Biotechnology, Center of Bioinformaics, FVSc and AH Shuhama, SKUAST-K, Srinagar, 190006, India--SKUAST-K, Srinagar, India--IT&SS, University of Kashmir, Srinagar, India;In healthcare system, the predictive modelling procedure for risk estimation of cardiovascular disease is extremely challenging and an inevitable task. Therefore, the attempt to clinically examine medical databases through conventional and leading-edge machine learning technologies is contemplated to be valuable, accurate and more importantly economical substitute for medical practitioners. In this research study, primarily we have exploited both individual learning algorithms and ensemble approaches including BayesNet, J48, KNN, multilayer perceptron, Naïve Bayes, random tree and random forest for prediction purposes. After analysing the performance of these classifiers, J48 attained noteworthy accuracy of 70.77% than other classifiers. We then employed new fangled techniques comprising TENSORFLOW, PYTORCH and KERAS on the same dataset acquired from Stanford online repository. The empirical results demonstrate that KERAS achieved an outstanding prediction accuracy of 80% in contrast to entire set of machine learning algorithms which were taken under investigation. Furthermore, based on the performance improvisation in prediction accuracy of cardiovascular disease, a novel prediction model was propounded after conducting performance analysis on both approaches (conventional and cutting-edge technologies). The principle objective behind this research study was the pursuit for fitting approaches that can lead to better prediction accuracy and reliability of diagnostic performance of cardiovascular disease. © 2021, Springer Nature Singapore Pte Ltd.;Classifiers--KERAS--Machine learning--Prediction--PYTORCH--TENSORFLOW;Cardiology--Cutting tools--Decision trees--Deep learning--Diagnosis--Diseases--Forecasting--Learning systems--Medical computing--Multilayer neural networks--Predictive analytics--Risk assessment--Risk perception--Cardio-vascular disease--Conducting performance--Cutting edge technology--Diagnostic performance--Individual learning--Machine learning technology--Medical practitioner--Predictive modelling--Learning algorithms;Springer;;Conference paper;Scopus;2-s2.0-85089717880
Garcia-Canadilla P.--Sanchez-Martinez S.--Crispi F.--Bijnens B.;54388912000--57004704200--8923628700--7005275311;Machine Learning in Fetal Cardiology: What to Expect;2020;Fetal Diagnosis and Therapy;47;72;10.1159/000505021;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85078045015&doi=10.1159%2f000505021&partnerID=40&md5=73c90f0fb1593d5142db789bce10e2cc;Institut d'Investigacions Biomèdiques August Pi i Sunyer, C/ Rossell 149-153, Barcelona, ES-08036, Spain--Institute of Cardiovascular Science, University College London, London, United Kingdom--Fetal Medicine Research Center, BCNatal - Barcelona Center for Maternal-Fetal and Neonatal Medicine, Institut Clínic de Ginecologia Obstetricia i Neonatologia, Centre for Biomedical Research on Rare Diseases (CIBER-ER), Barcelona, Spain--Department of Cardiovascular Sciences, KU Leuven, Leuven, Belgium--ICREA, Barcelona, Spain;In fetal cardiology, imaging (especially echocardiography) has demonstrated to help in the diagnosis and monitoring of fetuses with a compromised cardiovascular system potentially associated with several fetal conditions. Different ultrasound approaches are currently used to evaluate fetal cardiac structure and function, including conventional 2-D imaging and M-mode and tissue Doppler imaging among others. However, assessment of the fetal heart is still challenging mainly due to involuntary movements of the fetus, the small size of the heart, and the lack of expertise in fetal echocardiography of some sonographers. Therefore, the use of new technologies to improve the primary acquired images, to help extract measurements, or to aid in the diagnosis of cardiac abnormalities is of great importance for optimal assessment of the fetal heart. Machine leaning (ML) is a computer science discipline focused on teaching a computer to perform tasks with specific goals without explicitly programming the rules on how to perform this task. In this review we provide a brief overview on the potential of ML techniques to improve the evaluation of fetal cardiac function by optimizing image acquisition and quantification/segmentation, as well as aid in improving the prenatal diagnoses of fetal cardiac remodeling and abnormalities. © 2020 S. Karger AG, Basel. All rights reserved.;Artificial intelligence--Decision support systems--Deep learning--Echocardiography--Fetal cardiology--Machine learning--Obstetrics;Echocardiography--Female--Fetal Heart--Heart Defects, Congenital--Humans--Machine Learning--Pregnancy--Prenatal Diagnosis--Ultrasonography, Prenatal--cardiology--clinical decision making--dimensionality reduction--feature extraction--fetus disease--fetus heart--heart function--heart ventricle remodeling--human--information processing--learning algorithm--machine learning--prenatal diagnosis--priority journal--Review--congenital heart malformation--diagnostic imaging--echocardiography--female--fetus echography--fetus heart--pregnancy--procedures;S. Karger AG;31910421;Review;Scopus;2-s2.0-85078045015
Le M.T.--Thanh Vo M.--Mai L.--Dao S.V.T.;57220895571--54794625600--8938093600--34874735600;Predicting heart failure using deep neural network;2020;International Conference on Advanced Technologies for Communications;2020-October;14;10.1109/ATC50776.2020.9255445;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097808478&doi=10.1109%2fATC50776.2020.9255445&partnerID=40&md5=5812c7cc03b19086899c7e07feb0fec2;International University, Vietnam National University Ho Chi Minh City, Ho Chi Minh City, Viet Nam;In the current health system, the diagnosis of heart failure is a difficult task and plays an important role in the early and effective treatment of patients. It is also based on the available diagnose data, from which a medical professional can make the best diagnosis for a patient. This process is very complicated, so with the development of machine learning, medical professionals will be supported to be able to make predictions of early heart failure with high accuracy. In this research, we want to predict heart failure using multilayer perceptron neural network (MLP). The prediction of heart failure dataset with the highest accuracy of 88% is better than the other research.  © 2020 IEEE.;Heart failure--Machine learning--Multilayer perceptron;Cardiology--Deep neural networks--Diagnosis--Forecasting--Heart--Patient treatment--Health systems--Heart failure--High-accuracy--Medical professionals--Multilayer perceptron neural networks--Multilayer neural networks;IEEE Computer Society;;Conference paper;Scopus;2-s2.0-85097808478
Xie L.--Li Z.--Zhou Y.--He Y.--Zhu J.;57198836174--57219857060--57219851707--58735769300--57219848691;Computational diagnostic techniques for electrocardiogram signal analysis;2020;Sensors (Switzerland);20;45;10.3390/s20216318;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85095797593&doi=10.3390%2fs20216318&partnerID=40&md5=df730a799906ba77d0a315c9a51d207d;College of Medicine and Biological Information Engineering, Northeastern University, Shenyang, 110169, China;Cardiovascular diseases (CVDs), including asymptomatic myocardial ischemia, angina, myocardial infarction, and ischemic heart failure, are the leading cause of death globally. Early detection and treatment of CVDs significantly contribute to the prevention or delay of cardiovascular death. Electrocardiogram (ECG) records the electrical impulses generated by heart muscles, which reflect regular or irregular beating activity. Computer-aided techniques provide fast and accurate tools to identify CVDs using a patient’s ECG signal, which have achieved great success in recent years. Latest computational diagnostic techniques based on ECG signals for estimating CVDs conditions are summarized here. The procedure of ECG signals analysis is discussed in several subsections, including data preprocessing, feature engineering, classification, and application. In particular, the End-to-End models integrate feature extraction and classification into learning algorithms, which not only greatly simplifies the process of data analysis, but also shows excellent accuracy and robustness. Portable devices enable users to monitor their cardiovascular status at any time, bringing new scenarios as well as challenges to the application of ECG algorithms. Computational diagnostic techniques for ECG signal analysis show great potential for helping health care professionals, and their application in daily life benefits both patients and sub-healthy people. © 2020 by the authors. Licensee MDPI, Basel, Switzerland.;Classification--Deep learning--Electrocardiogram--Feature engineering--Machine learning;Algorithms--Cardiovascular Diseases--Electrocardiography--Humans--Machine Learning--Monitoring, Physiologic--Signal Processing, Computer-Assisted--Cardiology--Classification (of information)--Electrocardiography--Learning algorithms--Medical computing--Signal analysis--Cardio-vascular disease--Computational diagnostics--Computer aided technique--Electrocardiogram signal--Feature engineerings--Feature extraction and classification--Health care professionals--Myocardial Infarction--algorithm--cardiovascular disease--electrocardiography--human--machine learning--physiologic monitoring--signal processing--Biomedical signal processing;MDPI AG;33167558;Review;Scopus;2-s2.0-85095797593
Gupta A.--Huerta E.--Zhao Z.--Moussa I.;57054482600--57217691674--55693727500--7005033616;Deep Learning for Cardiologist-Level Myocardial Infarction Detection in Electrocardiograms;2021;IFMBE Proceedings;80;17;10.1007/978-3-030-64610-3_40;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097591377&doi=10.1007%2f978-3-030-64610-3_40&partnerID=40&md5=0340c7caa5ef873369ecd7037f417139;NCSA Center for Artificial Intelligence Innovation, University of Illinois at Urbana-Champaign, Urbana, 61801, IL, United States--Department of Electrical and Computer Engineering, University of Illinois at Urbana-Champaign, Urbana, 61801, IL, United States--Department of Astronomy, University of Illinois at Urbana-Champaign, Urbana, 61801, IL, United States--Department of Physics, University of Illinois at Urbana-Champaign, Urbana, 61801, IL, United States--Beckman Institute for Advanced Science and Technology, University of Illinois at Urbana-Champaign, Urbana, 61801, IL, United States--Carle Illinois College of Medicine, University of Illinois at Urbana-Champaign, Urbana, 61820, IL, United States;Myocardial infarction is the leading cause of death worldwide. In this paper, we design domain-inspired neural network models to detect myocardial infarction. First, we study the contribution of various leads. This systematic analysis, first of its kind in the literature, indicates that out of 15 ECG leads, data from the v6, vz, and ii leads are critical to correctly identify myocardial infarction. Second, we use this finding and adapt the ConvNetQuake neural network model—originally designed to identify earthquakes—to attain state-of-the-art classification results for myocardial infarction, achieving 99.43% classification accuracy on a record-wise split, and 97.83% classification accuracy on a patient-wise split. These two results represent cardiologist-level performance level for myocardial infarction detection after feeding only 10 s of raw ECG data into our model. Third, we show that our multi-ECG-channel neural network achieves cardiologist-level performance without the need of any kind of manual feature extraction or data pre-processing. © 2021, Springer Nature Switzerland AG.;Biomedical engineering--Machine learning--Signal processing;Biochemical engineering--Cardiology--Convolutional neural networks--Data handling--Electrocardiography--Classification accuracy--Classification results--Data preprocessing--Myocardial Infarction--Neural network model--Performance level--State of the art--Systematic analysis--Deep learning;Springer Science and Business Media Deutschland GmbH;;Conference paper;Scopus;2-s2.0-85097591377
Ranka S.--Reddy M.--Noheria A.;57202581987--57190413528--24466648600;Artificial intelligence in cardiovascular medicine;2021;Current Opinion in Cardiology;36;12;10.1097/HCO.0000000000000812;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097211290&doi=10.1097%2fHCO.0000000000000812&partnerID=40&md5=e900ad587c62364dd33bdd3606f89299;Department of Cardiovascular Medicine, University of Kansas, Ealth System, Kansas City, KS, United States;Purpose of review Artificial intelligence is a broad set of sophisticated computer-based statistical tools that have become widely available. Cardiovascular medicine with its large data repositories, need for operational efficiency and growing focus on precision care is set to be transformed by artificial intelligence. Applications range from new pathophysiologic discoveries to decision support for individual patient care to optimization of system-wide logistical processes. Recent findings Machine learning is the dominant form of artificial intelligence wherein complex statistical algorithms 'learn' by deducing patterns in datasets. Supervised machine learning uses classified large data to train an algorithm to accurately predict the outcome, whereas in unsupervised machine learning, the algorithm uncovers mathematical relationships within unclassified data. Artificial multilayered neural networks or deep learning is one of the most successful tools. Artificial intelligence has demonstrated superior efficacy in disease phenomapping, early warning systems, risk prediction, automated processing and interpretation of imaging, and increasing operational efficiency. Summary Artificial intelligence demonstrates the ability to learn through assimilation of large datasets to unravel complex relationships, discover prior unfound pathophysiological states and develop predictive models. Artificial intelligence needs widespread exploration and adoption for large-scale implementation in cardiovascular practice. Copyright © 2020 Wolters Kluwer Health, Inc. All rights reserved.;Artificial intelligence--Cardiology--Cardiovascular medicine--Machine learning--Neural network;Algorithms--Artificial Intelligence--Diagnostic Imaging--Humans--Machine Learning--Neural Networks, Computer--artificial intelligence--automation--cardiac imaging--cardiology--deep learning--echocardiography--electrocardiography--forecasting--human--invasive procedure--pathophysiology--prediction--Review--supervised machine learning--unsupervised machine learning--x-ray computed tomography--algorithm--diagnostic imaging--machine learning;Lippincott Williams and Wilkins;33060388;Review;Scopus;2-s2.0-85097211290
Baghel N.--Dutta M.K.--Burget R.;57216861728--35291803600--23011250200;Automatic diagnosis of multiple cardiac diseases from PCG signals using convolutional neural network;2020;Computer Methods and Programs in Biomedicine;197;48;10.1016/j.cmpb.2020.105750;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85090549125&doi=10.1016%2fj.cmpb.2020.105750&partnerID=40&md5=ce1a2664a1e4ba31dda347b78b698b65;Centre for Advanced Studies, Dr. A.P.J. Abdul Kalam Technical University, India--Brno University of Technology. Brno, Czech Republic;Background and objectives: Cardiovascular diseases are critical diseases and need to be diagnosed as early as possible. There is a lack of medical professionals in remote areas to diagnose these diseases. Artificial intelligence-based automatic diagnostic tools can help to diagnose cardiac diseases. This work presents an automatic classification method using machine learning to diagnose multiple cardiac diseases from phonocardiogram signals. Methods: The proposed system involves a convolutional neural network (CNN) model because of its high accuracy and robustness to automatically diagnose the cardiac disorders from the heart sounds. To improve the accuracy in a noisy environment and make the method robust, the proposed method has used data augmentation techniques for training and multi-classification of multiple cardiac diseases. Results: The model has been validated both heart sound data and augmented data using n-fold cross-validation. Results of all fold have been shown reported in this work. The model has achieved accuracy on the test set up to 98.60% to diagnose multiple cardiac diseases. Conclusions: The proposed model can be ported to any computing devices like computers, single board computing processors, android handheld devices etc. To make a stand-alone diagnostic tool that may be of help in remote primary health care centres. The proposed method is non-invasive, efficient, robust, and has low time complexity making it suitable for real-time applications. © 2020;Cardiac signals--Data augmentation--Deep neural networks--Multi-label classification--Phonocardiogram;Artificial Intelligence--Heart Diseases--Heart Sounds--Humans--Machine Learning--Neural Networks, Computer--Cardiology--Convolution--Diagnostic products--Heart--Medical computing--Phonocardiography--Automatic classification--Automatic diagnosis--Automatic diagnostics--Cardio-vascular disease--Computing processors--Medical professionals--Multi-classification--Real-time application--aortic valve stenosis--Article--computer assisted diagnosis--controlled study--convolutional neural network--cross validation--deep learning--diagnostic accuracy--diagnostic test accuracy study--heart sound--human--mitral valve prolapse--mitral valve regurgitation--mitral valve stenosis--model--multiclass classification--noise reduction--phonocardiography--signal processing--validation study--artificial intelligence--diagnostic imaging--heart disease--heart sound--machine learning--Convolutional neural networks;Elsevier Ireland Ltd;32932128;Article;Scopus;2-s2.0-85090549125
